user_id,signup_week,event,ts,surface
u000026,2026-06-01,add_to_cart,2026-06-01T12:00:07.862Z,pdp
u000026,2026-06-01,checkout,2026-06-01T12:02:47.817Z,checkout
u000026,2026-06-01,repurchase,2026-06-19T10:20:52.050Z,pdp
u000026,2026-06-01,repurchase,2026-06-23T14:54:45.778Z,pdp
u000026,2026-06-01,repurchase,2026-06-29T20:29:00.935Z,pdp
u000027,2026-06-01,agent_open,2026-06-01T15:17:28.926Z,home
u000027,2026-06-01,intent_submit,2026-06-01T15:20:16.902Z,srp
u000027,2026-06-01,repurchase,2026-06-08T10:01:15.527Z,pdp
u000028,2026-06-01,agent_open,2026-06-01T10:37:51.851Z,home
u000028,2026-06-01,intent_submit,2026-06-01T10:40:26.999Z,srp
u000028,2026-06-01,candidates_view,2026-06-01T10:41:28.793Z,plp
u000028,2026-06-01,compare_view,2026-06-01T10:43:39.584Z,plp
u000028,2026-06-01,add_to_cart,2026-06-01T10:45:44.553Z,pdp
u000028,2026-06-01,checkout,2026-06-01T10:48:03.238Z,checkout
u000028,2026-06-01,repurchase,2026-06-12T13:53:38.578Z,pdp
u000029,2026-06-01,agent_open,2026-06-01T11:01:21.972Z,home
u000029,2026-06-01,repurchase,2026-06-12T12:02:08.386Z,pdp
u000029,2026-06-01,repurchase,2026-06-30T08:20:16.260Z,pdp
u000030,2026-06-01,agent_open,2026-06-01T12:35:21.082Z,home
u000030,2026-06-01,intent_submit,2026-06-01T12:36:28.141Z,srp
u000030,2026-06-01,candidates_view,2026-06-01T12:38:48.122Z,plp
u000030,2026-06-01,compare_view,2026-06-01T12:40:08.924Z,plp
u000030,2026-06-01,add_to_cart,2026-06-01T12:41:42.409Z,pdp
u000031,2026-06-01,agent_open,2026-06-01T11:20:17.094Z,home
u000031,2026-06-01,intent_submit,2026-06-01T11:20:28.685Z,srp
u000031,2026-06-01,candidates_view,2026-06-01T11:20:59.444Z,plp
u000031,2026-06-01,compare_view,2026-06-01T11:21:09.109Z,plp
u000031,2026-06-01,add_to_cart,2026-06-01T11:23:27.413Z,pdp
u000031,2026-06-01,checkout,2026-06-01T11:25:45.569Z,checkout
u000031,2026-06-01,repurchase,2026-06-12T09:52:22.793Z,pdp
u000032,2026-06-01,agent_open,2026-06-01T11:31:20.951Z,home
u000033,2026-06-01,agent_open,2026-06-01T13:21:45.389Z,home
u000033,2026-06-01,intent_submit,2026-06-01T13:24:33.683Z,srp
u000033,2026-06-01,candidates_view,2026-06-01T13:26:23.656Z,plp
u000033,2026-06-01,compare_view,2026-06-01T13:27:00.455Z,plp
u000033,2026-06-01,add_to_cart,2026-06-01T13:29:31.164Z,pdp
u000033,2026-06-01,checkout,2026-06-01T13:30:24.236Z,checkout
u000034,2026-06-01,agent_open,2026-06-01T12:50:47.469Z,home
u000034,2026-06-01,repurchase,2026-06-10T06:10:05.289Z,pdp
u000035,2026-06-01,agent_open,2026-06-01T12:57:46.836Z,home
u000035,2026-06-01,intent_submit,2026-06-01T12:58:50.323Z,srp
u000035,2026-06-01,candidates_view,2026-06-01T12:59:46.283Z,plp
u000035,2026-06-01,compare_view,2026-06-01T12:59:52.192Z,plp
u000035,2026-06-01,add_to_cart,2026-06-01T13:01:59.870Z,pdp
u000036,2026-06-01,agent_open,2026-06-01T11:40:04.339Z,home
u000036,2026-06-01,intent_submit,2026-06-01T11:40:33.511Z,srp
u000036,2026-06-01,candidates_view,2026-06-01T11:42:18.748Z,plp
u000036,2026-06-01,compare_view,2026-06-01T11:44:07.707Z,plp
u000036,2026-06-01,add_to_cart,2026-06-01T11:45:36.018Z,pdp
u000036,2026-06-01,checkout,2026-06-01T11:46:24.579Z,checkout
u000036,2026-06-01,repurchase,2026-06-10T16:46:27.115Z,pdp
u000037,2026-06-01,agent_open,2026-06-01T14:50:32.744Z,home
u000037,2026-06-01,intent_submit,2026-06-01T14:53:32.345Z,srp
u000037,2026-06-01,candidates_view,2026-06-01T14:53:40.689Z,plp
u000037,2026-06-01,repurchase,2026-06-11T16:54:28.047Z,pdp
u000037,2026-06-01,repurchase,2026-06-24T20:59:17.072Z,pdp
u000038,2026-06-01,agent_open,2026-06-01T14:08:12.861Z,home
u000038,2026-06-01,intent_submit,2026-06-01T14:11:02.491Z,srp
u000038,2026-06-01,candidates_view,2026-06-01T14:11:28.464Z,plp
u000039,2026-06-01,agent_open,2026-06-01T14:34:02.906Z,home
u000039,2026-06-01,intent_submit,2026-06-01T14:34:32.924Z,srp
u000039,2026-06-01,candidates_view,2026-06-01T14:35:01.882Z,plp
u000039,2026-06-01,compare_view,2026-06-01T14:36:57.097Z,plp
u000039,2026-06-01,add_to_cart,2026-06-01T14:38:38.275Z,pdp
u000039,2026-06-01,repurchase,2026-06-30T14:47:56.537Z,pdp
u000040,2026-06-01,agent_open,2026-06-01T10:13:41.101Z,home
u000040,2026-06-01,intent_submit,2026-06-01T10:15:48.148Z,srp
u000040,2026-06-01,candidates_view,2026-06-01T10:17:01.854Z,plp
u000040,2026-06-01,repurchase,2026-06-23T04:17:13.748Z,pdp
u000041,2026-06-01,agent_open,2026-06-01T14:32:42.921Z,home
u000041,2026-06-01,intent_submit,2026-06-01T14:34:05.230Z,srp
u000041,2026-06-01,candidates_view,2026-06-01T14:34:30.943Z,plp
u000041,2026-06-01,compare_view,2026-06-01T14:36:49.933Z,plp
u000041,2026-06-01,add_to_cart,2026-06-01T14:37:12.619Z,pdp
u000042,2026-06-01,agent_open,2026-06-01T13:47:37.021Z,home
u000042,2026-06-01,intent_submit,2026-06-01T13:49:50.059Z,srp
u000042,2026-06-01,candidates_view,2026-06-01T13:52:29.873Z,plp
u000042,2026-06-01,repurchase,2026-07-04T01:12:15.069Z,pdp
u000043,2026-06-01,agent_open,2026-06-01T12:09:35.074Z,home
u000043,2026-06-01,intent_submit,2026-06-01T12:10:45.316Z,srp
u000043,2026-06-01,candidates_view,2026-06-01T12:13:38.972Z,plp
u000043,2026-06-01,compare_view,2026-06-01T12:15:51.350Z,plp
u000043,2026-06-01,add_to_cart,2026-06-01T12:17:48.354Z,pdp
u000043,2026-06-01,checkout,2026-06-01T12:19:18.492Z,checkout
u000043,2026-06-01,repurchase,2026-06-17T11:36:59.787Z,pdp
u000044,2026-06-01,agent_open,2026-06-01T15:42:41.646Z,home
u000044,2026-06-01,repurchase,2026-07-02T08:55:26.865Z,pdp
u000045,2026-06-01,agent_open,2026-06-01T10:51:27.409Z,home
u000045,2026-06-01,repurchase,2026-06-26T20:07:40.798Z,pdp
u000046,2026-06-01,agent_open,2026-06-01T13:42:56.072Z,home
u000047,2026-06-01,agent_open,2026-06-01T10:43:05.491Z,home
u000047,2026-06-01,intent_submit,2026-06-01T10:43:51.256Z,srp
u000047,2026-06-01,candidates_view,2026-06-01T10:45:28.113Z,plp
u000047,2026-06-01,compare_view,2026-06-01T10:48:15.137Z,plp
u000047,2026-06-01,repurchase,2026-06-12T16:36:45.695Z,pdp
u000047,2026-06-01,repurchase,2026-06-22T13:06:34.246Z,pdp
u000048,2026-06-01,agent_open,2026-06-01T10:30:47.480Z,home
u000048,2026-06-01,intent_submit,2026-06-01T10:32:43.685Z,srp
u000048,2026-06-01,candidates_view,2026-06-01T10:33:59.847Z,plp
u000049,2026-06-01,agent_open,2026-06-01T14:22:26.723Z,home
u000049,2026-06-01,repurchase,2026-06-09T18:05:27.954Z,pdp
u000049,2026-06-01,repurchase,2026-06-17T10:37:59.881Z,pdp
u000050,2026-06-01,agent_open,2026-06-01T13:51:00.808Z,home
u000050,2026-06-01,intent_submit,2026-06-01T13:52:46.509Z,srp
u000050,2026-06-01,candidates_view,2026-06-01T13:53:16.799Z,plp
u000050,2026-06-01,compare_view,2026-06-01T13:55:33.047Z,plp
u000050,2026-06-01,add_to_cart,2026-06-01T13:55:42.750Z,pdp
u000050,2026-06-01,checkout,2026-06-01T13:57:19.756Z,checkout
u000050,2026-06-01,repurchase,2026-06-15T15:55:44.091Z,pdp
u000050,2026-06-01,repurchase,2026-06-25T09:47:27.861Z,pdp
u000051,2026-06-01,agent_open,2026-06-01T15:12:30.666Z,home
u000051,2026-06-01,intent_submit,2026-06-01T15:15:06.026Z,srp
u000051,2026-06-01,candidates_view,2026-06-01T15:18:04.302Z,plp
u000051,2026-06-01,compare_view,2026-06-01T15:20:51.168Z,plp
u000052,2026-06-01,agent_open,2026-06-01T11:10:48.390Z,home
u000052,2026-06-01,intent_submit,2026-06-01T11:11:56.830Z,srp
u000052,2026-06-01,candidates_view,2026-06-01T11:14:18.006Z,plp
u000052,2026-06-01,compare_view,2026-06-01T11:14:21.163Z,plp
u000052,2026-06-01,add_to_cart,2026-06-01T11:17:01.996Z,pdp
u000052,2026-06-01,checkout,2026-06-01T11:18:18.488Z,checkout
u000053,2026-06-01,agent_open,2026-06-01T15:09:05.521Z,home
u000053,2026-06-01,intent_submit,2026-06-01T15:09:38.541Z,srp
u000053,2026-06-01,candidates_view,2026-06-01T15:10:25.903Z,plp
u000054,2026-06-01,agent_open,2026-06-01T10:17:39.691Z,home
u000054,2026-06-01,intent_submit,2026-06-01T10:19:37.147Z,srp
u000054,2026-06-01,candidates_view,2026-06-01T10:21:17.210Z,plp
u000054,2026-06-01,compare_view,2026-06-01T10:22:55.814Z,plp
u000054,2026-06-01,add_to_cart,2026-06-01T10:25:41.747Z,pdp
u000054,2026-06-01,repurchase,2026-06-11T18:59:54.109Z,pdp
u000054,2026-06-01,repurchase,2026-06-16T07:32:42.040Z,pdp
u000055,2026-06-01,agent_open,2026-06-01T12:46:23.693Z,home
u000055,2026-06-01,intent_submit,2026-06-01T12:49:02.417Z,srp
u000055,2026-06-01,candidates_view,2026-06-01T12:49:53.648Z,plp
u000055,2026-06-01,repurchase,2026-06-24T12:48:53.548Z,pdp
u000056,2026-06-01,agent_open,2026-06-01T11:33:48.272Z,home
u000056,2026-06-01,intent_submit,2026-06-01T11:34:44.932Z,srp
u000056,2026-06-01,candidates_view,2026-06-01T11:36:58.528Z,plp
u000056,2026-06-01,compare_view,2026-06-01T11:37:00.927Z,plp
u000056,2026-06-01,add_to_cart,2026-06-01T11:39:44.722Z,pdp
u000056,2026-06-01,repurchase,2026-06-09T21:55:50.233Z,pdp
u000056,2026-06-01,repurchase,2026-06-19T23:30:15.352Z,pdp
u000057,2026-06-01,agent_open,2026-06-01T11:36:10.140Z,home
u000057,2026-06-01,intent_submit,2026-06-01T11:37:25.841Z,srp
u000057,2026-06-01,candidates_view,2026-06-01T11:39:13.769Z,plp
u000057,2026-06-01,compare_view,2026-06-01T11:39:48.499Z,plp
u000057,2026-06-01,add_to_cart,2026-06-01T11:42:09.386Z,pdp
u000057,2026-06-01,checkout,2026-06-01T11:43:52.580Z,checkout
u000057,2026-06-01,repurchase,2026-06-23T23:58:56.237Z,pdp
u000058,2026-06-01,agent_open,2026-06-01T10:50:28.226Z,home
u000058,2026-06-01,intent_submit,2026-06-01T10:52:16.428Z,srp
u000058,2026-06-01,candidates_view,2026-06-01T10:53:46.043Z,plp
u000058,2026-06-01,compare_view,2026-06-01T10:55:39.495Z,plp
u000058,2026-06-01,add_to_cart,2026-06-01T10:58:25.825Z,pdp
u000059,2026-06-01,agent_open,2026-06-01T10:58:47.652Z,home
u000059,2026-06-01,intent_submit,2026-06-01T11:01:47.328Z,srp
u000059,2026-06-01,candidates_view,2026-06-01T11:02:48.165Z,plp
u000059,2026-06-01,compare_view,2026-06-01T11:03:06.270Z,plp
u000059,2026-06-01,add_to_cart,2026-06-01T11:06:04.692Z,pdp
u000059,2026-06-01,checkout,2026-06-01T11:08:27.812Z,checkout
u000059,2026-06-01,repurchase,2026-06-09T00:52:01.761Z,pdp
u000060,2026-06-01,agent_open,2026-06-01T10:01:06.543Z,home
u000060,2026-06-01,intent_submit,2026-06-01T10:02:53.658Z,srp
u000060,2026-06-01,candidates_view,2026-06-01T10:02:58.215Z,plp
u000060,2026-06-01,compare_view,2026-06-01T10:04:32.619Z,plp
u000060,2026-06-01,add_to_cart,2026-06-01T10:05:16.273Z,pdp
u000061,2026-06-01,agent_open,2026-06-01T13:42:35.845Z,home
u000061,2026-06-01,intent_submit,2026-06-01T13:44:34.197Z,srp
u000061,2026-06-01,candidates_view,2026-06-01T13:45:28.650Z,plp
u000061,2026-06-01,compare_view,2026-06-01T13:48:19.345Z,plp
u000061,2026-06-01,repurchase,2026-06-11T03:43:42.436Z,pdp
u000061,2026-06-01,repurchase,2026-06-16T14:29:14.591Z,pdp
u000062,2026-06-01,agent_open,2026-06-01T12:39:50.731Z,home
u000062,2026-06-01,intent_submit,2026-06-01T12:41:23.347Z,srp
u000062,2026-06-01,candidates_view,2026-06-01T12:42:28.599Z,plp
u000062,2026-06-01,compare_view,2026-06-01T12:45:03.746Z,plp
u000062,2026-06-01,add_to_cart,2026-06-01T12:45:51.726Z,pdp
u000062,2026-06-01,repurchase,2026-06-13T02:41:11.338Z,pdp
u000062,2026-06-01,repurchase,2026-06-16T10:45:41.874Z,pdp
u000063,2026-06-01,agent_open,2026-06-01T11:39:36.680Z,home
u000063,2026-06-01,intent_submit,2026-06-01T11:41:22.585Z,srp
u000063,2026-06-01,repurchase,2026-06-19T08:30:19.745Z,pdp
u000064,2026-06-01,agent_open,2026-06-01T13:49:15.958Z,home
u000064,2026-06-01,intent_submit,2026-06-01T13:51:58.911Z,srp
u000064,2026-06-01,candidates_view,2026-06-01T13:52:19.665Z,plp
u000064,2026-06-01,compare_view,2026-06-01T13:53:31.870Z,plp
u000064,2026-06-01,add_to_cart,2026-06-01T13:56:14.962Z,pdp
u000064,2026-06-01,repurchase,2026-06-10T23:38:42.081Z,pdp
u000064,2026-06-01,repurchase,2026-06-30T23:34:32.029Z,pdp
u000065,2026-06-01,agent_open,2026-06-01T12:24:19.290Z,home
u000065,2026-06-01,intent_submit,2026-06-01T12:26:45.480Z,srp
u000065,2026-06-01,candidates_view,2026-06-01T12:28:40.383Z,plp
u000065,2026-06-01,compare_view,2026-06-01T12:31:00.204Z,plp
u000065,2026-06-01,add_to_cart,2026-06-01T12:32:53.207Z,pdp
u000066,2026-06-01,agent_open,2026-06-01T12:40:38.132Z,home
u000066,2026-06-01,intent_submit,2026-06-01T12:41:20.639Z,srp
u000066,2026-06-01,candidates_view,2026-06-01T12:44:11.794Z,plp
u000066,2026-06-01,compare_view,2026-06-01T12:46:29.923Z,plp
u000067,2026-06-01,agent_open,2026-06-01T15:43:05.165Z,home
u000067,2026-06-01,repurchase,2026-06-09T01:02:20.498Z,pdp
u000068,2026-06-01,agent_open,2026-06-01T15:21:07.158Z,home
u000068,2026-06-01,intent_submit,2026-06-01T15:22:06.101Z,srp
u000068,2026-06-01,candidates_view,2026-06-01T15:22:35.172Z,plp
u000068,2026-06-01,compare_view,2026-06-01T15:25:00.691Z,plp
u000068,2026-06-01,add_to_cart,2026-06-01T15:25:04.871Z,pdp
u000068,2026-06-01,checkout,2026-06-01T15:27:29.874Z,checkout
u000068,2026-06-01,repurchase,2026-07-01T03:24:26.568Z,pdp
u000069,2026-06-01,agent_open,2026-06-01T10:03:25.116Z,home
u000069,2026-06-01,intent_submit,2026-06-01T10:03:57.163Z,srp
u000070,2026-06-01,agent_open,2026-06-01T14:24:59.579Z,home
u000070,2026-06-01,intent_submit,2026-06-01T14:26:27.516Z,srp
u000070,2026-06-01,candidates_view,2026-06-01T14:28:52.568Z,plp
u000070,2026-06-01,compare_view,2026-06-01T14:31:20.810Z,plp
u000070,2026-06-01,add_to_cart,2026-06-01T14:33:31.731Z,pdp
u000070,2026-06-01,checkout,2026-06-01T14:36:02.499Z,checkout
u000070,2026-06-01,repurchase,2026-06-20T09:47:37.056Z,pdp
u000070,2026-06-01,repurchase,2026-06-23T02:11:48.654Z,pdp
u000071,2026-06-01,agent_open,2026-06-01T12:07:09.311Z,home
u000071,2026-06-01,intent_submit,2026-06-01T12:08:47.270Z,srp
u000071,2026-06-01,candidates_view,2026-06-01T12:09:36.253Z,plp
u000071,2026-06-01,compare_view,2026-06-01T12:11:22.284Z,plp
u000071,2026-06-01,repurchase,2026-06-12T01:15:45.295Z,pdp
u000071,2026-06-01,repurchase,2026-06-26T12:29:36.788Z,pdp
u000072,2026-06-01,agent_open,2026-06-01T10:17:08.136Z,home
u000072,2026-06-01,intent_submit,2026-06-01T10:18:39.307Z,srp
u000072,2026-06-01,candidates_view,2026-06-01T10:20:14.543Z,plp
u000072,2026-06-01,compare_view,2026-06-01T10:22:27.697Z,plp
u000072,2026-06-01,add_to_cart,2026-06-01T10:23:08.781Z,pdp
u000072,2026-06-01,checkout,2026-06-01T10:24:39.317Z,checkout
u000072,2026-06-01,repurchase,2026-06-22T23:13:25.790Z,pdp
u000073,2026-06-01,agent_open,2026-06-01T12:41:24.620Z,home
u000073,2026-06-01,intent_submit,2026-06-01T12:42:45.545Z,srp
u000073,2026-06-01,candidates_view,2026-06-01T12:43:29.214Z,plp
u000073,2026-06-01,compare_view,2026-06-01T12:46:09.232Z,plp
u000073,2026-06-01,add_to_cart,2026-06-01T12:48:11.706Z,pdp
u000073,2026-06-01,repurchase,2026-06-30T21:06:50.219Z,pdp
u000074,2026-06-01,agent_open,2026-06-01T15:16:42.126Z,home
u000074,2026-06-01,intent_submit,2026-06-01T15:17:07.151Z,srp
